id,title,crew,homepage,tags
58,Pirates of the Caribbean: Dead Man's Chest,GoreVerbinski,http://disney.go.com/disneypictures/pirates/,"['Captain', 'Jack', 'Sparrow', 'works', 'his', 'way', 'out', 'of', 'a', 'blood', 'debt', 'with', 'the', 'ghostly', 'Davey', 'Jones,', 'he', 'also', 'attempts', 'to', 'avoid', 'eternal', 'damnation.', 'Adventure', 'Fantasy', 'Action']"
10947,High School Musical,KennyOrtega,http://tv.disney.go.com/disneychannel/originalmovies/highschoolmusical/index.html,"['Troy', '(Zac', 'Efron),', 'the', 'popular', 'captain', 'of', 'the', 'basketball', 'team,', 'and', 'Gabriella', '(Vanessa', 'Anne', 'Hudgens),', 'the', 'brainy', 'and', 'beautiful', 'member', 'of', 'the', 'academic', 'club,', 'break', 'all', 'the', 'rules', 'of', 'East', 'High', 'society', 'when', 'they', 'secretly', 'audition', 'for', 'the', 'leads', 'in', 'the', ""school's"", 'musical.', 'As', 'they', 'reach', 'for', 'the', 'stars', 'and', 'follow', 'their', 'dreams,', 'everyone', 'learns', 'about', 'acceptance,', 'teamwork,', 'and', 'being', 'yourself.', 'And', ""it's"", 'all', 'set', 'to', 'fun', 'tunes', 'and', 'very', 'cool', 'dance', 'moves!', 'Comedy', 'Drama', 'Family', 'Music', 'TVMovie']"
9615,The Fast and the Furious: Tokyo Drift,JustinLin,http://www.thefastandthefurious3.com/,"['In', 'order', 'to', 'avoid', 'a', 'jail', 'sentence,', 'Sean', 'Boswell', 'heads', 'to', 'Tokyo', 'to', 'live', 'with', 'his', 'military', 'father.', 'In', 'a', 'low-rent', 'section', 'of', 'the', 'city,', 'Shaun', 'gets', 'caught', 'up', 'in', 'the', 'underground', 'world', 'of', 'drift', 'racing', 'Action', 'Crime', 'Drama', 'Thriller']"
1452,Superman Returns,BryanSinger,http://www.superman.com,"['Superman', 'returns', 'to', 'discover', 'his', '5-year', 'absence', 'has', 'allowed', 'Lex', 'Luthor', 'to', 'walk', 'free,', 'and', 'that', 'those', 'he', 'was', 'closest', 'too', 'felt', 'abandoned', 'and', 'have', 'moved', 'on.', 'Luthor', 'plots', 'his', 'ultimate', 'revenge', 'that', 'could', 'see', 'millions', 'killed', 'and', 'change', 'the', 'face', 'of', 'the', 'planet', 'forever,', 'as', 'well', 'as', 'ridding', 'himself', 'of', 'the', 'Man', 'of', 'Steel.', 'Adventure', 'Fantasy', 'Action', 'ScienceFiction']"
7484,Open Season,JillCulton,http://www.sonypictures.com/movies/openseason/,"['Boog,', 'a', 'domesticated', '900lb.', 'Grizzly', 'bear', 'finds', 'himself', 'stranded', 'in', 'the', 'woods', '3', 'days', 'before', 'Open', 'Season.', 'Forced', 'to', 'rely', 'on', 'Elliot,', 'a', 'fast-talking', 'mule', 'deer,', 'the', 'two', 'form', 'an', 'unlikely', 'friendship', 'and', 'must', 'quickly', 'rally', 'other', 'forest', 'animals', 'if', 'they', 'are', 'to', 'form', 'a', 'rag-tag', 'army', 'against', 'the', 'hunters.', 'Adventure', 'Animation', 'Family']"
1975,The Grudge 2,TakashiShimizu,http://www.sonypictures.com/homevideo/thegrudge2/,"['In', 'Tokyo,', 'a', 'young', 'woman', 'is', 'exposed', 'to', 'the', 'same', 'mysterious', 'curse', 'that', 'afflicted', 'her', 'sister.', 'The', 'supernatural', 'force,', 'which', 'fills', 'a', 'person', 'with', 'rage', 'before', 'spreading', 'to', 'its', 'next', 'victim,', 'brings', 'together', 'a', 'group', 'of', 'previously', 'unrelated', 'people', 'who', 'attempt', 'to', 'unlock', 'its', 'secret', 'to', 'save', 'their', 'lives.', 'Horror', 'Thriller']"
10070,Feast,JohnGulager,http://www.feast-movie.com/,"['Patrons', 'locked', 'inside', 'of', 'a', 'bar', 'are', 'forced', 'to', 'fight', 'monsters.', 'Action', 'Comedy', 'Horror']"
5890,Azumi 2: Death or Love,ShusukeKaneko,http://web.archive.org/web/20080210100832/http://www.azumi2.jp/index.html,"['Young', 'assassins', 'Azumi', 'and', 'Nagara', 'continue', 'their', 'mission', 'to', 'prevent', 'a', 'civil', 'war.', 'In', 'their', 'hunt', 'for', 'Masayuki', 'Sanada,', 'who', 'is', 'protected', 'by', 'both', 'an', 'army', 'and', 'a', 'dangerous', 'clan,', 'they', 'meet', 'Ginkaku,', 'a', 'person', 'who', 'shows', 'a', 'remarking', 'resemblance', 'with', 'former', 'friend', 'Nachi.', 'Action']"
14620,The Butterfly Effect 2,JohnR.Leonetti,http://www.newline.com/properties/butterflyeffect2the.html,"['After', 'his', 'girlfriend,', 'Julie', 'and', 'two', 'best', 'friends', 'are', 'killed', 'in', 'a', 'tragic', 'auto', 'accident,', 'Nick', 'struggles', 'to', 'cope', 'with', 'his', 'loss', 'and', 'grief.', 'Suffering', 'from', 'migraine-like', 'seizures,', 'Nick', 'soon', 'discovers', 'that', 'he', 'has', 'the', 'power', 'to', 'change', 'the', 'past', 'via', 'his', 'memories.', 'However,', 'his', 'time-traveling', 'attempts', 'to', 'alter', 'the', 'past', 'and', 'save', 'his', 'one', 'true', 'love', 'have', 'unexpected', 'and', 'dire', 'consequences.', 'Drama', 'ScienceFiction', 'Thriller']"
36557,Casino Royale,MartinCampbell,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006),"['Le', 'Chiffre,', 'a', 'banker', 'to', 'the', ""world's"", 'terrorists,', 'is', 'scheduled', 'to', 'participate', 'in', 'a', 'high-stakes', 'poker', 'game', 'in', 'Montenegro,', 'where', 'he', 'intends', 'to', 'use', 'his', 'winnings', 'to', 'establish', 'his', 'financial', 'grip', 'on', 'the', 'terrorist', 'market.', 'M', 'sends', 'Bond', '–', 'on', 'his', 'maiden', 'mission', 'as', 'a', '00', 'Agent', '–', 'to', 'attend', 'this', 'game', 'and', 'prevent', 'Le', 'Chiffre', 'from', 'winning.', 'With', 'the', 'help', 'of', 'Vesper', 'Lynd', 'and', 'Felix', 'Leiter,', 'Bond', 'enters', 'the', 'most', 'important', 'poker', 'game', 'in', 'his', 'already', 'dangerous', 'career.', 'Adventure', 'Action', 'Thriller']"
9836,Happy Feet,GeorgeMiller,http://www.warnerbros.com/happy-feet,"['Into', 'the', 'world', 'of', 'the', 'Emperor', 'Penguins,', 'who', 'find', 'their', 'soul', 'mates', 'through', 'song,', 'a', 'penguin', 'is', 'born', 'who', 'cannot', 'sing.', 'But', 'he', 'can', 'tap', 'dance', 'something', 'fierce!', 'Animation', 'Comedy']"
15152,"OSS 117: Cairo, Nest of Spies",MichelHazanavicius,http://www.oss117.fr/accueil.htm,"['Secret', 'agent', 'OSS', '117', 'foils', 'Nazis,', 'beds', 'local', 'beauties,', 'and', 'brings', 'peace', 'to', 'the', 'Middle', 'East.', 'Crime', 'Action', 'Adventure', 'Comedy']"
10032,Van Wilder 2: The Rise of Taj,MortNathan,http://www.riseoftaj.com/,"['Taj', 'Mahal', 'Badalandabad', 'leaves', 'Coolidge', 'College', 'behind', 'for', 'the', 'halls', 'of', 'Camford', 'University', 'in', 'England,', 'where', 'he', 'looks', 'to', 'continue', 'his', 'education,', 'and', 'teach', 'an', 'uptight', 'student', 'how', 'to', 'make', 'the', 'most', 'out', 'of', 'her', 'academic', 'career.', 'Comedy']"
1246,Rocky Balboa,SylvesterStallone,http://www.rocky.com/,"['When', 'he', 'loses', 'a', 'highly', 'publicized', 'virtual', 'boxing', 'match', 'to', 'ex-champ', 'Rocky', 'Balboa,', 'reigning', 'heavyweight', 'titleholder,', 'Mason', 'Dixon', 'retaliates', 'by', 'challenging', 'Rocky', 'to', 'a', 'nationally', 'televised,', '10-round', 'exhibition', 'bout.', 'To', 'the', 'surprise', 'of', 'his', 'son', 'and', 'friends,', 'Rocky', 'agrees', 'to', 'come', 'out', 'of', 'retirement', 'and', 'face', 'an', 'opponent', ""who's"", 'faster,', 'stronger', 'and', 'thirty', 'years', 'his', 'junior.', 'Drama']"
12795,Another Gay Movie,ToddStephens,http://www.profun.de/anothergaymovie/,"['In', 'the', 'dirtiest,', 'funniest,', 'most', 'scandalous', 'gay-teen-sex-comedy-parody', 'ever,', 'four', 'young', 'gay', 'friends', 'make', 'a', 'pact', 'to', 'lose', 'their', 'virginity', 'by', 'the', 'end', 'of', 'the', 'summer.', 'The', 'boys', 'soon', 'face', 'giant', 'sex', 'toys,', 'naked', 'celebrities,', 'masochistic', 'teachers', 'and', 'an', 'uncontrollable', 'romance', 'with', 'a', 'quiche.', 'Comedy', 'Romance']"
14277,Loose Change: 2nd Edition,DylanAvery,http://www.loosechange911.com/,"['What', 'if...September', '11th', 'was', 'not', 'a', 'surprise', 'attack', 'on', 'America,', 'but', 'rather,', 'a', 'cold', 'and', 'calculated', 'genocide', 'by', 'our', 'own', 'government?We', 'were', 'told', 'that', 'the', 'twin', 'towers', 'were', 'hit', 'by', 'commercial', 'jetliners', 'and', 'subsequently', 'brought', 'down', 'by', 'jet', 'fuel.', 'We', 'were', 'told', 'that', 'the', 'Pentagon', 'was', 'hit', 'by', 'a', 'Boeing', '757.', 'We', 'were', 'told', 'that', 'flight', '93', 'crashed', 'in', 'Shanksville,', 'Pennsylvania.', 'We', 'were', 'told', 'that', 'nineteen', 'Arabs', 'from', 'halfway', 'across', 'the', 'globe,', 'acting', 'under', 'orders', 'from', 'Osama', 'Bin', 'Laden,', 'were', 'responsible.', 'What', 'you', 'will', 'see', 'here', 'will', 'prove', 'without', 'a', 'shadow', 'of', 'a', 'doubt', 'that', 'everything', 'you', 'know', 'about', '9/11', 'is', 'a', 'complete', 'fabrication.', 'Conspiracy', 'theory?', ""It's"", 'not', 'a', 'theory', 'if', 'you', 'can', 'prove', 'it.Written', 'and', 'narrated', 'by', 'Dylan', 'Avery,', 'this', 'film', 'presents', 'a', 'rebuttal', 'to', 'the', 'official', 'version', 'of', 'the', 'September', '11,', '2001', 'terrorist', 'attacks', 'and', 'the', '9/11', 'Commission', 'Report.', 'Documentary']"
1251,Letters from Iwo Jima,ClintEastwood,http://iwojimathemovie.warnerbros.com/lettersofiwojima/framework/framework.html,"['The', 'story', 'of', 'the', 'battle', 'of', 'Iwo', 'Jima', 'between', 'the', 'United', 'States', 'and', 'Imperial', 'Japan', 'during', 'World', 'War', 'II,', 'as', 'told', 'from', 'the', 'perspective', 'of', 'the', 'Japanese', 'who', 'fought', 'it.', 'Action', 'Adventure', 'Drama', 'War']"
5393,Happily N'Ever After,YvetteKaplan,http://www.happilyneverafterthefilm.com/,"['An', 'alliance', 'of', 'evil-doers,', 'led', 'by', 'Frieda,', 'looks', 'to', 'take', 'over', 'Fairy', 'Tale', 'Land.', 'But', 'when', 'Ella', 'realizes', 'her', 'stepmother', 'is', 'out', 'to', 'ruin', 'her', 'storybook', 'existence,', 'she', 'takes', 'a', 'dramatic', 'turn', 'and', 'blossoms', 'into', 'the', 'leader', 'of', 'the', 'resistance', 'effort.', 'Animation', 'Comedy', 'Family', 'Fantasy', 'ScienceFiction']"
8275,American Pie Presents: The Naked Mile,JoeNussbaum,http://www.americanreunionmovie.com/,"['The', 'movie', 'will', 'shift', 'its', 'focus', 'on', 'Erik', 'Stifler,', 'the', 'cousin', 'of', 'Matt', 'and', 'Steve,', 'a', 'youngster', 'who', 'is', 'nothing', 'like', 'his', 'wild', 'relations.', 'Peer', 'pressure', 'starts', 'to', 'turn', 'him', 'to', 'live', 'up', 'to', 'the', 'legacy', 'of', 'the', 'other', 'Stiflers', 'when', 'he', 'attends', 'the', 'Naked', 'Mile,', 'a', 'naked', 'run', 'across', 'the', 'college', 'campus.', 'Things', 'get', 'worse', 'when', 'he', 'finds', 'that', 'his', 'cousin', 'Dwight', 'is', 'the', 'life', 'of', 'the', 'party', 'down', 'at', 'the', 'campus', 'Comedy']"
13365,49 Up,MichaelApted,http://www.pbs.org/pov/fortynineup/,"['49', 'Up', 'is', 'the', 'seventh', 'film', 'in', 'a', 'series', 'of', 'landmark', 'documentaries', 'that', 'began', '42', 'years', 'ago', 'when', 'UK-based', ""Granada's"", 'World', 'in', 'Action', 'team,', 'inspired', 'by', 'the', 'Jesuit', 'maxim', '""Give', 'me', 'the', 'child', 'until', 'he', 'is', 'seven', 'and', 'I', 'will', 'give', 'you', 'the', 'man,""', 'interviewed', 'a', 'diverse', 'group', 'of', 'seven-year-old', 'children', 'from', 'all', 'over', 'England,', 'asking', 'them', 'about', 'their', 'lives', 'and', 'their', 'dreams', 'for', 'the', 'future.', 'Michael', 'Apted,', 'a', 'researcher', 'for', 'the', 'original', 'film,', 'has', 'returned', 'to', 'interview', 'the', '""children""', 'every', 'seven', 'years', 'since,', 'at', 'ages', '14,', '21,', '28,', '35,', '42', 'and', 'now', 'again', 'at', 'age', '49.In', 'this', 'latest', 'chapter,', 'more', 'life-changing', 'decisions', 'are', 'revealed,', 'more', 'shocking', 'announcements', 'made', 'and', 'more', 'of', 'the', 'original', 'group', 'take', 'part', 'than', 'ever', 'before,', 'speaking', 'out', 'on', 'a', 'variety', 'of', 'subjects', 'including', 'love,', 'marriage,', 'career,', 'class', 'and', 'prejudice.', 'Documentary']"
7516,Smokin' Aces,JoeCarnahan,http://www.smokinaces.net/,"['When', 'a', 'Las', 'Vegas', 'performer-turned-snitch', 'named', 'Buddy', 'Israel', 'decides', 'to', 'turn', ""state's"", 'evidence', 'and', 'testify', 'against', 'the', 'mob,', 'it', 'seems', 'that', 'a', 'whole', 'lot', 'of', 'people', 'would', 'like', 'to', 'make', 'sure', ""he's"", 'no', 'longer', 'breathing.', 'Action', 'Comedy', 'Crime', 'Thriller']"
1248,Hannibal Rising,PeterWebber,http://hannibalrising.com/,"['The', 'story', 'of', 'the', 'early,', 'murderous', 'roots', 'of', 'the', 'cannibalistic', 'killer,', 'Hannibal', 'Lecter', '–', 'from', 'his', 'hard-scrabble', 'Lithuanian', 'childhood,', 'where', 'he', 'witnesses', 'the', 'repulsive', 'lengths', 'to', 'which', 'hungry', 'soldiers', 'will', 'go', 'to', 'satiate', 'themselves,', 'through', 'his', 'sojourn', 'in', 'France,', 'where', 'as', 'a', 'med', 'student', 'he', 'hones', 'his', 'appetite', 'for', 'the', 'kill.', 'Crime', 'Drama', 'Thriller']"
14761,Cocaine Cowboys,BillyCorben,http://www.magpictures.com/profile.aspx?id=9833910c-fd4a-4fcb-a734-b3d252473a03,"['In', 'the', '1980s,', 'ruthless', 'Colombian', 'cocaine', 'barons', 'invaded', 'Miami', 'with', 'a', 'brand', 'of', 'violence', 'unseen', 'in', 'this', 'country', 'since', 'Prohibition-era', 'Chicago', '-', 'and', 'it', 'put', 'the', 'city', 'on', 'the', 'map.', '""Cocaine', 'Cowboys""', 'is', 'the', 'true', 'story', 'of', 'how', 'Miami', 'became', 'the', 'drug,', 'murder', 'and', 'cash', 'capital', 'of', 'the', 'United', 'States,', 'told', 'by', 'the', 'people', 'who', 'made', 'it', 'all', 'happen.', 'Action', 'Documentary']"
1250,Ghost Rider,MarkStevenJohnson,http://www.sonypictures.com/movies/ghostrider/,"['In', 'order', 'to', 'save', 'his', 'dying', 'father,', 'young', 'stunt', 'cyclist,', 'Johnny', 'Blaze', 'sells', 'his', 'soul', 'to', 'Mephistopheles', 'and', 'sadly', 'parts', 'from', 'the', 'pure-hearted,', 'Roxanne', 'Simpson,', 'the', 'love', 'of', 'his', 'life.', 'Years', 'later,', ""Johnny's"", 'path', 'crosses', 'again', 'with', 'Roxanne,', 'now', 'a', 'go-getting', 'reporter,', 'and', 'also', 'with', 'Mephistopheles,', 'who', 'offers', 'to', 'release', ""Johnny's"", 'soul', 'if', 'Johnny', 'becomes', 'the', 'fabled,', 'fiery', ""'Ghost"", ""Rider'."", 'Thriller', 'Action', 'Fantasy', 'Horror']"
13185,Kidulthood,MenhajHuda,http://www.kidulthood.co.uk/,"['A', 'day', 'in', 'the', 'life', 'of', 'a', 'group', 'of', 'troubled', '15-year-olds', 'growing', 'up', 'in', 'west', 'London.', 'Drama']"
8965,Atlantis: Milo's Return,TobyShelton,http://disneydvd.disney.go.com/atlantis-milos-return.html,"['Three', 'different', 'stories', 'come', 'to', 'life', 'in', 'this', 'sequel', 'to', 'the', 'hit', 'animated', 'Disney', 'adventure.', 'Explorer', 'Milo', 'Thatch,', 'his', 'new', 'sweetheart,', 'Queen', 'Kida,', 'and', 'the', 'rest', 'of', 'the', 'team', 'are', 'preparing', 'to', 'rebuild', 'the', 'underwater', 'city.', 'But', 'trouble', 'crops', 'up.', 'Harnessing', 'the', 'power', 'of', 'the', 'crystal', 'of', 'Atlantis,', 'the', 'adventurers', 'set', 'out', 'to', 'defend', 'their', 'kingdom', 'against', 'dark', 'forces', 'that', 'threaten', 'from', 'sand,', 'sea', 'and', 'snow.', 'Fantasy', 'Animation', 'ScienceFiction', 'Family', 'Action']"
1271,300,ZackSnyder,http://300themovie.warnerbros.com,"['Based', 'on', 'Frank', ""Miller's"", 'graphic', 'novel,', '""300""', 'is', 'very', 'loosely', 'based', 'the', '480', 'B.C.', 'Battle', 'of', 'Thermopylae,', 'where', 'the', 'King', 'of', 'Sparta', 'led', 'his', 'army', 'against', 'the', 'advancing', 'Persians;', 'the', 'battle', 'is', 'said', 'to', 'have', 'inspired', 'all', 'of', 'Greece', 'to', 'band', 'together', 'against', 'the', 'Persians,', 'and', 'helped', 'usher', 'in', 'the', ""world's"", 'first', 'democracy.', 'Action', 'Adventure', 'War']"
559,Spider-Man 3,SamRaimi,http://www.sonypictures.com/movies/spider-man3/,"['The', 'seemingly', 'invincible', 'Spider-Man', 'goes', 'up', 'against', 'an', 'all-new', 'crop', 'of', 'villain', '–', 'including', 'the', 'shape-shifting', 'Sandman.', 'While', 'Spider-Man’s', 'superpowers', 'are', 'altered', 'by', 'an', 'alien', 'organism,', 'his', 'alter', 'ego,', 'Peter', 'Parker,', 'deals', 'with', 'nemesis', 'Eddie', 'Brock', 'and', 'also', 'gets', 'caught', 'up', 'in', 'a', 'love', 'triangle.', 'Fantasy', 'Action', 'Adventure']"
2269,Day Watch,TimurBekmambetov,http://www.foxsearchlight.com/daywatch/,"['A', 'man', 'who', 'serves', 'in', 'the', 'war', 'between', 'the', 'forces', 'of', 'Light', 'and', 'Dark', 'comes', 'into', 'possession', 'of', 'a', 'device', 'that', 'can', 'restore', 'life', 'to', 'Moscow,', 'which', 'was', 'nearly', 'destroyed', 'by', 'an', 'apocalyptic', 'event.', 'Fantasy', 'Horror']"
11798,This Is England,ShaneMeadows,http://www.thisisenglandmovie.co.uk/,"['A', 'story', 'about', 'a', 'troubled', 'boy', 'growing', 'up', 'in', 'England,', 'set', 'in', '1983.', 'He', 'comes', 'across', 'a', 'few', 'skinheads', 'on', 'his', 'way', 'home', 'from', 'school,', 'after', 'a', 'fight.', 'They', 'become', 'his', 'new', 'best', 'friends', 'even', 'like', 'family.', 'Based', 'on', 'experiences', 'of', 'director', 'Shane', 'Meadows.', 'Drama', 'Crime']"
810,Shrek the Third,ChrisMiller,http://www.shrekthethird.com/flash/index.html,"['The', 'King', 'of', 'Far', 'Far', 'Away', 'has', 'died', 'and', 'Shrek', 'and', 'Fiona', 'are', 'to', 'become', 'King', '&amp;', 'Queen.', 'However,', 'Shrek', 'wants', 'to', 'return', 'to', 'his', 'cozy', 'swamp', 'and', 'live', 'in', 'peace', 'and', 'quiet,', 'so', 'when', 'he', 'finds', 'out', 'there', 'is', 'another', 'heir', 'to', 'the', 'throne,', 'they', 'set', 'off', 'to', 'bring', 'him', 'back', 'to', 'rule', 'the', 'kingdom.', 'Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']"
285,Pirates of the Caribbean: At World's End,GoreVerbinski,http://disney.go.com/disneypictures/pirates/,"['Captain', 'Barbossa,', 'long', 'believed', 'to', 'be', 'dead,', 'has', 'come', 'back', 'to', 'life', 'and', 'is', 'headed', 'to', 'the', 'edge', 'of', 'the', 'Earth', 'with', 'Will', 'Turner', 'and', 'Elizabeth', 'Swann.', 'But', 'nothing', 'is', 'quite', 'as', 'it', 'seems.', 'Adventure', 'Fantasy', 'Action']"
14207,The Librarian: Quest for the Spear,PeterWinther,http://www.tntdrama.com/movies/the-librarian-quest-for-the-spear.html,"['When', 'a', 'magical', 'artifact', 'is', 'lifted', 'from', 'his', 'library,', 'a', 'meek', 'librarian', 'sets', 'out', 'to', 'ensure', 'its', 'safe', 'return.', 'Thriller', 'Adventure', 'Action', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
24200,Fay Grim,HalHartley,http://www.faygrimfilm.com/,"['Many', 'years', 'after', 'her', 'notorious', 'husband,', 'Henry', 'Fool,', 'fled', 'after', 'killing', 'a', 'neighbor,', 'Fay', 'Grim', 'receives', 'a', 'visit', 'from', 'CIA', 'agent', 'Fulbright,', 'who', 'tells', 'her', 'that', 'Henry', 'is', 'dead,', 'but', 'that', 'some', 'of', 'his', 'journals', 'have', 'been', 'unearthed', 'in', 'France.', 'She', 'sets', 'forth', 'on', 'a', 'globe-trotting', 'odyssey', 'that', 'soon', 'leads', 'to', 'the', 'discovery', 'that', 'he', 'is', 'alive,', 'and', 'his', 'journals', 'are', 'more', 'than', 'they', 'appear', 'to', 'be.', 'Comedy', 'Thriller']"
298,Ocean's Thirteen,StevenSoderbergh,http://oceans13.warnerbros.com/,"['Danny', ""Ocean's"", 'team', 'of', 'criminals', 'are', 'back', 'and', 'composing', 'a', 'plan', 'more', 'personal', 'than', 'ever.', 'When', 'ruthless', 'casino', 'owner', 'Willy', 'Bank', 'doublecrosses', 'Reuben', 'Tishkoff,', 'causing', 'a', 'heart', 'attack,', 'Danny', 'Ocean', 'vows', 'that', 'he', 'and', 'his', 'team', 'will', 'do', 'anything', 'to', 'bring', 'down', 'Willy', 'Bank', 'along', 'with', 'everything', ""he's"", 'got.', 'Even', 'if', 'it', 'means', 'asking', 'for', 'help', 'from', 'an', 'enemy.', 'Crime', 'Thriller']"
9408,Surf's Up,AshBrannon,http://www.sonypictures.com/homevideo/surfsup/,"['Cody', 'is', 'a', 'surfing', 'penguin', 'from', 'Shiverpool', 'who', 'dreams', 'of', 'making', 'it', 'big', 'and', 'being', 'like', 'his', 'idol', 'Big', 'Z.', 'On', 'his', 'journey', 'he', 'discovers', 'his', 'talents', 'are', 'not', 'all', 'he', 'thinks', 'they', 'are', 'and', 'he', 'must', 'learn', 'to', 'accept', 'that', 'their', 'is', 'more', 'to', 'surfing', 'than', 'fame', 'and', 'fortune.', ""Surf's"", 'Up', 'is', 'a', '2007', 'American', 'computer-animated', 'mockumentary', 'film', 'produced', 'by', 'Sony', 'Pictures', 'Animation', 'and', 'distributed', 'by', 'Columbia', 'Pictures', 'and', 'ImageWorks', 'Studios.', 'It', 'stars', 'the', 'voices', 'of', 'Shia', 'LaBeouf,', 'Jeff', 'Bridges,', 'Zooey', 'Deschanel,', 'Jon', 'Heder', 'among', 'others.', 'Animation', 'Comedy', 'Family']"
1991,Death Proof,QuentinTarantino,http://www.deathproof.net/,"[""Austin's"", 'hottest', 'DJ,', 'Jungle', 'Julia,', 'sets', 'out', 'into', 'the', 'night', 'to', 'unwind', 'with', 'her', 'two', 'friends', 'Shanna', 'and', 'Arlene.', 'Covertly', 'tracking', 'their', 'moves', 'is', 'Stuntman', 'Mike,', 'a', 'scarred', 'rebel', 'leering', 'from', 'behind', 'the', 'wheel', 'of', 'his', 'muscle', 'car,', 'revving', 'just', 'feet', 'away.', 'Action', 'Thriller']"
11211,Bring It On: All or Nothing,SteveRash,https://www.uphe.com/movies/bring-it-on-all-or-nothing,"['A', 'transfer', 'student', 'at', 'a', 'rough', 'high', 'school', 'tries', 'joining', 'the', 'cheer-leading', 'squad', 'and', 'finds', 'that', 'she', 'not', 'only', 'has', 'to', 'face', 'off', 'against', 'the', 'head', 'cheerleader,', 'but', 'also', 'against', 'her', 'former', 'school', 'in', 'preparation', 'for', 'a', 'cheer-off', 'competition.', 'Comedy']"
2698,Evan Almighty,TomShadyac,http://www.evanalmighty.com/,"['God', 'contacts', 'Congressman', 'Evan', 'Baxter', 'and', 'tells', 'him', 'to', 'build', 'an', 'ark', 'in', 'preparation', 'for', 'a', 'great', 'flood.', 'Fantasy', 'Comedy', 'Family']"
1858,Transformers,MichaelBay,http://www.transformersmovie.com/,"['Young', 'teenager,', 'Sam', 'Witwicky', 'becomes', 'involved', 'in', 'the', 'ancient', 'struggle', 'between', 'two', 'extraterrestrial', 'factions', 'of', 'transforming', 'robots', '–', 'the', 'heroic', 'Autobots', 'and', 'the', 'evil', 'Decepticons.', 'Sam', 'holds', 'the', 'clue', 'to', 'unimaginable', 'power', 'and', 'the', 'Decepticons', 'will', 'stop', 'at', 'nothing', 'to', 'retrieve', 'it.', 'Adventure', 'ScienceFiction', 'Action']"
675,Harry Potter and the Order of the Phoenix,DavidYates,http://www.harrypotterorderofthephoenix.com/,"['Returning', 'for', 'his', 'fifth', 'year', 'of', 'study', 'at', 'Hogwarts,', 'Harry', 'is', 'stunned', 'to', 'find', 'that', 'his', 'warnings', 'about', 'the', 'return', 'of', 'Lord', 'Voldemort', 'have', 'been', 'ignored.', 'Left', 'with', 'no', 'choice,', 'Harry', 'takes', 'matters', 'into', 'his', 'own', 'hands,', 'training', 'a', 'small', 'group', 'of', 'students', '–', 'dubbed', ""'Dumbledore's"", ""Army'"", '–', 'to', 'defend', 'themselves', 'against', 'the', 'dark', 'arts.', 'Adventure', 'Fantasy', 'Family', 'Mystery']"
2503,The Bourne Ultimatum,PaulGreengrass,http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,"['Bourne', 'is', 'brought', 'out', 'of', 'hiding', 'once', 'again', 'by', 'reporter', 'Simon', 'Ross', 'who', 'is', 'trying', 'to', 'unveil', 'Operation', 'Blackbriar,', 'an', 'upgrade', 'to', 'Project', 'Treadstone,', 'in', 'a', 'series', 'of', 'newspaper', 'columns.', 'Information', 'from', 'the', 'reporter', 'stirs', 'a', 'new', 'set', 'of', 'memories,', 'and', 'Bourne', 'must', 'finally', 'uncover', 'his', 'dark', 'past', 'while', 'dodging', 'The', ""Company's"", 'best', 'efforts', 'to', 'eradicate', 'him.', 'Action', 'Drama', 'Mystery', 'Thriller']"
14144,Daddy Day Camp,FredSavage,http://www.sonypictures.com/movies/daddydaycamp/site/,"['Seeking', 'to', 'offer', 'his', 'son', 'the', 'satisfying', 'summer', 'camp', 'experience', 'that', 'eluded', 'him', 'as', 'a', 'child,', 'the', 'operator', 'of', 'a', 'neighborhood', 'daycare', 'center', 'opens', 'his', 'own', 'camp,', 'only', 'to', 'face', 'financial', 'hardship', 'and', 'stiff', 'competition', 'from', 'a', 'rival', 'camp.', 'Comedy', 'Family']"
2082,Halloween,RobZombie,http://www.halloweenmovies.com/,"['After', 'being', 'committed', 'for', '17', 'years,', 'Michael', 'Myers,', 'now', 'a', 'grown', 'man', 'and', 'still', 'very', 'dangerous,', 'escapes', 'from', 'the', 'mental', 'institution', '(where', 'he', 'was', 'committed', 'as', 'a', '10', 'year', 'old)', 'and', 'he', 'immediately', 'returns', 'to', 'Haddonfield,', 'where', 'he', 'wants', 'to', 'find', 'his', 'baby', 'sister,', 'Laurie.', 'Anyone', 'who', 'crosses', 'his', 'path', 'is', 'in', 'mortal', 'danger', 'Horror']"
2335,Taxi 4,GérardKrawczyk,http://www.taxi4-lefilm.com/,"['Before', 'being', 'extradited', 'to', 'Africa', 'to', 'stand', 'trial,', 'a', 'notorious', 'Belgian', 'criminal', 'is', 'entrusted', 'to', 'the', 'Marseilles', 'police', 'department', 'for', 'less', 'than', '24', 'hours.', 'But', 'the', 'wily', 'crook', 'convinces', 'bumbling', 'policeman', 'Emilien', ""he's"", 'a', 'lowly', 'Belgian', 'embassy', 'employee', 'who', 'got', 'railroaded', 'by', 'the', 'brilliant', 'master', 'criminal.', 'Action', 'Comedy']"
